lasa4	Master	128	116	117	119	111	169	61	170	40	0	255	255	88	230	1290	1238	24	1000	24	1000	3	2000	400	7600	900
lasa4	Slave	150	102	134	114	104	132	89	183	47	0	255	255	88	230	1310	1311	24	1000	24	1000	3	2000	400	7600	900
lasa1	Master	126	116	140	111	110	141	63	186	64	0	255	255	88	230	1387	1458	20	1000	20	1000	3	2000	400	7600	900
lasa1	Slave	152	100	129	97	68	185	63	191	55	0	255	255	88	230	1494	1424	20	1000	20	1000	3	2000	400	7600	900
lasa2	Master	143	94	127	100	119	144	48	197	49	0	255	255	88	230	1611	1265	24	1000	24	1000	3	2000	400	7600	900
lasa2	Slave	150	104	136	108	88	177	47	202	47	0	255	255	88	230	1525	1526	24	1000	24	1000	3	2000	400	7600	900
lasa3	Master	139	107	123	113	95	143	70	194	44	0	255	255	88	230	1081	1534	20	1000	20	1000	3	2000	400	7600	900
lasa3	Slave	126	113	119	116	50	202	7	244	47	0	255	255	88	230	1558	1542	20	1000	20	1000	3	2000	400	7600	900
lasa5	Master	131	124	129	119	90	112	96	199	71	0	255	255	88	230	1431	1452	22	1000	22	1000	3	2000	400	7600	900
lasa5	Slave	128	117	112	128	105	162	74	168	39	0	255	255	88	230	1544	1549	22	1000	22	1000	3	2000	400	7600	900
