2019	10	10	13	39	20	1	0	0	0
2019	10	10	13	39	20	2	0	0	0
2019	10	10	13	39	20	3	0	0	0
2019	10	10	13	39	20	4	0	0	0
2019	10	10	13	39	20	5	0	0	0
2019	10	10	13	39	20	6	0	0	0
2019	10	10	13	39	20	7	0	0	0
2019	10	10	13	39	20	8	0	0	0
2019	10	10	13	39	20	9	10.32	4.26821	0
2019	10	10	13	39	20	10	9.68	4.73895	0
2019	10	10	13	39	20	11	8.64	4.06822	0
2019	10	10	13	39	20	12	10.12	3.69129	0
2019	10	10	13	39	20	13	21.96	4.88655	0
2019	10	10	13	39	20	14	22.64	5.61341	0
2019	10	10	13	39	20	15	23.36	2.3644	0
2019	10	10	13	39	20	16	24.24	2.9432	0
2019	10	10	13	39	20	17	13.88	5.28636	0
2019	10	10	13	39	20	18	9.52	3.54536	0
2019	10	10	13	39	20	19	8.4	4.93153	0
2019	10	10	13	39	20	20	7.36	4.73185	0
