2019	10	10	13	47	39	1	0	0	0
2019	10	10	13	47	39	2	0	0	0
2019	10	10	13	47	39	3	0	0	0
2019	10	10	13	47	39	4	0	0	0
2019	10	10	13	47	39	5	25.32	3.06881	0
2019	10	10	13	47	39	6	26.6	2.91204	0
2019	10	10	13	47	39	7	26.76	4.10151	0
2019	10	10	13	47	39	8	26.04	3.77868	0
2019	10	10	13	47	39	9	0	0	0
2019	10	10	13	47	39	10	0	0	0
2019	10	10	13	47	39	11	0	0	0
2019	10	10	13	47	39	12	0	0	0
2019	10	10	13	47	39	13	21.64	4.86022	0
2019	10	10	13	47	39	14	21.12	4.87025	0
2019	10	10	13	47	39	15	22.5	2.34104	0
2019	10	10	13	47	39	16	22.92	2.67534	0
2019	10	10	13	47	39	17	10	4.91528	0
2019	10	10	13	47	39	18	11.88	3.21646	0
2019	10	10	13	47	39	19	8.68	5.39422	0
2019	10	10	13	47	39	20	7.44	4.42791	0
2019	10	10	13	48	9	1	0	0	0
2019	10	10	13	48	9	2	0	0	0
2019	10	10	13	48	9	3	0	0	0
2019	10	10	13	48	9	4	0	0	0
2019	10	10	13	48	9	5	27.24	3.45628	0
2019	10	10	13	48	9	6	28.38	2.97049	0
2019	10	10	13	48	9	7	27	3.66494	0
2019	10	10	13	48	9	8	26.72	3.39931	0
2019	10	10	13	48	9	9	0	0	0
2019	10	10	13	48	9	10	0	0	0
2019	10	10	13	48	9	11	0	0	0
2019	10	10	13	48	9	12	0	0	0
2019	10	10	13	48	9	13	21.64	4.86022	0
2019	10	10	13	48	9	14	21.12	4.87025	0
2019	10	10	13	48	9	15	22.5	2.34104	0
2019	10	10	13	48	9	16	22.92	2.67534	0
2019	10	10	13	48	9	17	10	4.91528	0
2019	10	10	13	48	9	18	11.88	3.21646	0
2019	10	10	13	48	9	19	8.68	5.39422	0
2019	10	10	13	48	9	20	7.44	4.42791	0
