2019	10	10	13	27	55	1	9.88	5.01454	0
2019	10	10	13	27	55	2	9.68	4.93737	0
2019	10	10	13	27	55	3	9.36	4.29772	0
2019	10	10	13	27	55	4	8.56	4.53502	0
2019	10	10	13	27	55	5	0	0	0
2019	10	10	13	27	55	6	0	0	0
2019	10	10	13	27	55	7	0	0	0
2019	10	10	13	27	55	8	0	0	0
2019	10	10	13	27	55	9	9.68	3.77062	0
2019	10	10	13	27	55	10	9.24	4.18836	0
2019	10	10	13	27	55	11	8.88	3.74508	0
2019	10	10	13	27	55	12	10.16	3.41385	0
2019	10	10	13	27	55	13	0	0	0
2019	10	10	13	27	55	14	0	0	0
2019	10	10	13	27	55	15	0	0	0
2019	10	10	13	27	55	16	0	0	0
2019	10	10	13	27	55	17	8.64	4.69791	0
2019	10	10	13	27	55	18	11.36	3.47425	0
2019	10	10	13	27	55	19	7.8	5.004	0
2019	10	10	13	27	55	20	6.68	5.28182	0
